Species	Group	TaxID	Source
Ascosphaera_aggregata	Fungi	51564	accession_api
Ascosphaera_apis_ARSEF_7405	Fungi	392613	accession_api
Ascosphaera_atra	Fungi	51567	accession_api
Ascosphaera_pollenicola	Fungi	51576	accession_api
Asellus_aquaticus	Metazoa	92525	accession_api
Asimina_triloba	angiosperms	12953	accession_api
Asparagus_officinalis	angiosperms	4686	accession_api
Asparagus_setaceus	angiosperms	272863	accession_api
Aspergillus_aculeatinus_CBS_121060	Fungi	1448322	accession_api
Aspergillus_aculeatus_ATCC_16872	Fungi	690307	accession_api
Aspergillus_affinis	Fungi	1070780	accession_api
Aspergillus_alliaceus	Fungi	209559	accession_api
Aspergillus_ambiguus	Fungi	176160	accession_api
Aspergillus_arachidicola	Fungi	656916	accession_api
Aspergillus_aurantiobrunneus	Fungi	41725	accession_api
Aspergillus_avenaceus	Fungi	36643	accession_api
Aspergillus_awamori	Fungi	105351	accession_api
Aspergillus_bertholletiae	Fungi	1226010	accession_api
Aspergillus_bombycis	Fungi	109264	accession_api
Aspergillus_brasiliensis_CBS_101740	Fungi	767769	accession_api
Aspergillus_brunneoviolaceus_CBS_621.78	Fungi	1450534	accession_api
Aspergillus_caelatus	Fungi	61420	accession_api
Aspergillus_calidoustus	Fungi	454130	accession_api
Aspergillus_californicus	Fungi	1810905	accession_api
Aspergillus_campestris_IBT_28561	Fungi	1392248	accession_api
Aspergillus_candidus	Fungi	41067	accession_api
Aspergillus_carbonarius_ITEM_5010	Fungi	602072	accession_api
Aspergillus_cavernicola	Fungi	176166	accession_api
Aspergillus_chevalieri	Fungi	182096	accession_api
Aspergillus_clavatus_NRRL_1	Fungi	344612	accession_api
Aspergillus_coremiiformis	Fungi	138285	accession_api
Aspergillus_costaricaensis_CBS_115574	Fungi	1448317	accession_api
Aspergillus_crustosus	Fungi	41757	accession_api
Aspergillus_desertorum	Fungi	1810909	accession_api
Aspergillus_destruens	Fungi	1915368	accession_api
Aspergillus_egyptiacus	Fungi	41743	accession_api
Aspergillus_ellipticus_CBS_707.79	Fungi	1448320	accession_api
Aspergillus_eucalypticola_CBS_122712	Fungi	1448314	accession_api
Aspergillus_falconensis	Fungi	1810910	accession_api
Aspergillus_fijiensis_CBS_313.89	Fungi	1448319	accession_api
Aspergillus_filifer	Fungi	447248	accession_api
Aspergillus_fischeri_NRRL_181	Fungi	331117	accession_api
Aspergillus_flavus	Fungi	5059	accession_api
Aspergillus_floccosus	Fungi	658358	accession_api
Aspergillus_foveolatus	Fungi	210207	accession_api
Aspergillus_fruticulosus	Fungi	1250369	accession_api
Aspergillus_fumigatiaffinis	Fungi	340414	accession_api
Aspergillus_fumigatus_Af293	Fungi	330879	accession_api
Aspergillus_germanicus	Fungi	1506149	accession_api
Aspergillus_glaucus_CBS_516.65	Fungi	1160497	accession_api
Aspergillus_granulosus	Fungi	176169	accession_api
Aspergillus_hancockii	Fungi	1873369	accession_api
Aspergillus_heteromorphus_CBS_117.55	Fungi	1448321	accession_api
Aspergillus_heterothallicus	Fungi	41742	accession_api
Aspergillus_hiratsukae	Fungi	1194566	accession_api
Aspergillus_homomorphus_CBS_101889	Fungi	1450537	accession_api
Aspergillus_ibericus_CBS_121593	Fungi	1448316	accession_api
Aspergillus_indologenus_CBS_114.80	Fungi	1450541	accession_api
Aspergillus_insuetus	Fungi	469274	accession_api
Aspergillus_japonicus_CBS_114.51	Fungi	1448312	accession_api
Aspergillus_karnatakaensis	Fungi	1810916	accession_api
Aspergillus_keveii	Fungi	714993	accession_api
Aspergillus_lentulus	Fungi	293939	accession_api
Aspergillus_leporis	Fungi	41062	accession_api
Aspergillus_luchuensis	Fungi	1069201	accession_api
Aspergillus_lucknowensis	Fungi	176173	accession_api
Aspergillus_magnivesiculatus	Fungi	1915373	accession_api
Aspergillus_melleus	Fungi	138277	accession_api
Aspergillus_multicolor	Fungi	41759	accession_api
Aspergillus_mulundensis	Fungi	1810919	accession_api
Aspergillus_nanangensis	Fungi	2582783	accession_api
Aspergillus_navahoensis	Fungi	91484	accession_api
Aspergillus_neoniger_CBS_115656	Fungi	1448310	accession_api
Aspergillus_nidulans_FGSC_A4	Fungi	227321	accession_api
Aspergillus_niger	Fungi	5061	accession_api
Aspergillus_nomiae_NRRL_13137	Fungi	1509407	accession_api
Aspergillus_novofumigatus_IBT_16806	Fungi	1392255	accession_api
Aspergillus_novoparasiticus	Fungi	986946	accession_api
Aspergillus_ochraceoroseus_IBT_24754	Fungi	1392256	accession_api
Aspergillus_oleicola	Fungi	1250372	accession_api
Aspergillus_oryzae_RIB40	Fungi	510516	accession_api
Aspergillus_phoenicis_ATCC_13157	Fungi	1353007	accession_api
Aspergillus_piperis_CBS_112811	Fungi	1448313	accession_api
Aspergillus_proliferans	Fungi	41414	accession_api
Aspergillus_pseudocaelatus	Fungi	1825620	accession_api
Aspergillus_pseudodeflectus	Fungi	176178	accession_api
Aspergillus_pseudonomiae	Fungi	1506151	accession_api
Aspergillus_pseudotamarii	Fungi	132259	accession_api
Aspergillus_pseudoustus	Fungi	1810923	accession_api
Aspergillus_pseudoviridinutans	Fungi	1517512	accession_api
Aspergillus_puulaauensis	Fungi	1220207	accession_api
Aspergillus_rambellii	Fungi	308745	accession_api
Aspergillus_recurvatus	Fungi	41761	accession_api
Aspergillus_ruber_CBS_135680	Fungi	1388766	accession_api
Aspergillus_saccharolyticus_JOP_1030-1	Fungi	1450539	name_search_full_name
Aspergillus_saccharolyticus_JOP_10301	Fungi	1450539	accession_api
Aspergillus_sclerotialis	Fungi	2070753	accession_api
Aspergillus_sclerotiicarbonarius_CBS_121057	Fungi	1448318	accession_api
Aspergillus_sclerotioniger_CBS_115572	Fungi	1450535	accession_api
Aspergillus_sergii	Fungi	1034303	accession_api
Aspergillus_similis	Fungi	1810925	accession_api
Aspergillus_spectabilis	Fungi	41731	accession_api
Aspergillus_stella-maris	Fungi	1810926	name_search_full_name
Aspergillus_stellamaris	Fungi	1810926	accession_api
Aspergillus_steynii_IBT_23096	Fungi	1392250	accession_api
Aspergillus_sydowii_CBS_593.65	Fungi	1036612	accession_api
Aspergillus_taichungensis	Fungi	482145	accession_api
Aspergillus_tanneri	Fungi	1220188	accession_api
Aspergillus_terreus_NIH2624	Fungi	341663	accession_api
Aspergillus_terricola_var._indicus	Fungi	138288	accession_api
Aspergillus_tetrazonus	Fungi	1883080	accession_api
Aspergillus_thermomutatus	Fungi	41047	accession_api
Aspergillus_transmontanensis	Fungi	1034304	accession_api
Aspergillus_tubingensis	Fungi	5068	accession_api
Aspergillus_turcosus	Fungi	1245748	accession_api
Aspergillus_udagawae	Fungi	91492	accession_api
Aspergillus_undulatus	Fungi	1810928	accession_api
Aspergillus_uvarum_CBS_121591	Fungi	1448315	accession_api
Aspergillus_vadensis_CBS_113365	Fungi	1448311	accession_api
Aspergillus_varians	Fungi	176181	accession_api
Aspergillus_venezuelensis	Fungi	1810929	accession_api
Aspergillus_versicolor_CBS_583.65	Fungi	1036611	accession_api
Aspergillus_violaceofuscus_CBS_115571	Fungi	1450538	accession_api
Aspergillus_viridinutans	Fungi	75553	accession_api
Aspergillus_vitricola	Fungi	469283	accession_api
Aspergillus_welwitschiae	Fungi	1341132	accession_api
Aspergillus_wentii_DTO_134E9	Fungi	1073089	accession_api
Astacus_astacus	Metazoa	6715	metazoa_metadata
Astathelohania_contejeani	Fungi	164912	accession_api
Asterias_rubens	Metazoa	7604	accession_api
Asterophora_parasitica	Fungi	117018	accession_api
Astraeus_odoratus	Fungi	265491	accession_api
Astrephomene_gubernaculifera	chlorophyta	47775	accession_api
Astrocystis_sublimbata	Fungi	743114	accession_api
Astyanax_mexicanus	Metazoa	7994	accession_api
Atelura_formicaria	Metazoa	459531	metazoa_metadata
Athelia_psychrophila	Fungi	1759441	accession_api
Atractiella_rhizophila	Fungi	1938712	accession_api
Atractosteus_spatula	Metazoa	7917	accession_api
Atropa_belladonna	angiosperms	33113	name_search_full_name
Aulacomnium_turgidum	bryophytes	67248	accession_api
Aulodrilus_japonicus	Metazoa	2020002	metazoa_metadata
Aulographum_hederae_CBS_113979	Fungi	1176131	accession_api
Aureobasidium_aubasidani	Fungi	3424008	accession_api
Aureobasidium_melanogenum_CBS_110374	Fungi	1043003	accession_api
Aureobasidium_mustum	Fungi	2773714	accession_api
Aureobasidium_namibiae_CBS_147.97	Fungi	1043004	accession_api
Aureobasidium_pullulans_EXF-150	Fungi	1043002	name_search_full_name
Aureobasidium_pullulans_EXF150	Fungi	1043002	accession_api
Aureobasidium_subglaciale_EXF-2481	Fungi	1043005	name_search_full_name
Aureobasidium_subglaciale_EXF2481	Fungi	1043005	accession_api
Aureobasidium_uvarum	Fungi	2773716	accession_api
Aureobasidium_vineae	Fungi	2773715	accession_api
Aureococcus_anophagefferens	Protists	44056	accession_api
Australozyma_monospora	Fungi	3459182	accession_api
Australozyma_saopauloensis	Fungi	291208	accession_api
Auxenochlorella_protothecoides	chlorophyta	3075	accession_api
Auxenochlorella_protothecoides_x_Auxenochlorella_symbiontica	chlorophyta	3385098	accession_api
Babesia_bigemina	Protists	5866	accession_api
Babesia_bovis_T2Bo	Protists	484906	accession_api
Babesia_caballi	Protists	5871	accession_api
Babesia_duncani	Protists	323732	accession_api
Babesia_microti_strain_RI	Protists	1133968	accession_api
Babesia_ovata	Protists	189622	accession_api
Babjeviella_inositovora_NRRL_Y-12698	Fungi	984486	name_search_full_name
Babjeviella_inositovora_NRRL_Y12698	Fungi	984486	accession_api
Bacidia_gigantensis	Fungi	2732470	accession_api
Backusella_circina_FSU_941	Fungi	1314798	accession_api
Baculentulus_morikawai	Metazoa	1314696	metazoa_metadata
Baetis_sp._AD-2013	Metazoa	1476881	metazoa_metadata
Baffinella_frigidus	Protists	2571260	accession_api
Bambusa_tulda	angiosperms	292582	accession_api
Bangiopsis_sp_CCMP1999	Rhodophyta	2713495	name_search_full_name
Barentsia_gracilis	Metazoa	232741	metazoa_metadata
Barroeca_monosierra	Protists	2830476	name_search_full_name
Baseodiscus_unicolor	Metazoa	547255	metazoa_metadata
Basidioascus_undulatus	Fungi	1230402	accession_api
Basidiobolus_meristosporus_CBS_931.73	Fungi	1314790	accession_api
Basidiobolus_ranarum	Fungi	34480	accession_api
Bathelium_mastoideum	Fungi	2939407	accession_api
Bathycallisoma_schellenbergi	Metazoa	228744	metazoa_metadata
Bathycoccus_prasinos	chlorophyta	41875	accession_api
Bathydrilus_sp._DSW-2020	Metazoa	2705229	metazoa_metadata
Bathymodiolus/Gigantidas_platifrons	Metazoa	2830794	accession_api
Bathynomus_jamesi	Metazoa	1955234	accession_api
Batillaria_attramentaria	Metazoa	370345	accession_api
Batrachochytrium_dendrobatidis_JAM81	Fungi	684364	accession_api
Batrachochytrium_salamandrivorans	Fungi	1357716	accession_api
Batrachuperus_yenyuanensis	Metazoa	156990	metazoa_metadata
Baudoinia_panamericana_UAMH_10762	Fungi	717646	accession_api
Bauhinia_variegata	angiosperms	167791	accession_api
Bayerotrochus_midas	Metazoa	702825	metazoa_metadata
Beauveria_asiatica	Fungi	1069075	accession_api
Beauveria_bassiana_ARSEF_2860	Fungi	655819	accession_api
Beauveria_gryllotalpidicola	Fungi	2684613	accession_api
Beauveria_mimosiformis	Fungi	2857482	accession_api
Beauveria_namnaoensis	Fungi	2857483	accession_api
Beauveria_neobassiana	Fungi	2857484	accession_api
Beauveria_thailandica	Fungi	2857485	accession_api
Benincasa_hispida	angiosperms	102211	accession_api
Benjaminiella_poitrasii	Fungi	64631	accession_api
Berkeleyomyces_rouxiae	Fungi	2035830	accession_api
Bertholletia_excelsa	angiosperms	3645	accession_api
Besnoitia_besnoiti	Protists	94643	accession_api
Beta_vulgaris	angiosperms	3555	accession_api
Betta_splendens	Metazoa	158456	accession_api
Biancaea_sappan	angiosperms	483143	accession_api
Bicosta_minor	Protists	1864616	name_search_full_name
Bidens_hawaiensis	angiosperms	980011	accession_api
Bienertia_sinuspersici	angiosperms	338654	accession_api
Bifiguratus_adelaidae	Fungi	1938954	accession_api
Bimuria_novae-zelandiae_CBS_107.79	Fungi	1447943	name_search_full_name
Bimuria_novaezelandiae_CBS_107.79	Fungi	1447943	accession_api
Binucleata_daphniae	Fungi	478975	accession_api
Biomphalaria_glabrata	Metazoa	6526	accession_api
Bipalium_kewense	Metazoa	66750	metazoa_metadata
Bipolaris_maydis	Fungi	5016	accession_api
Bipolaris_oryzae_ATCC_44560	Fungi	930090	accession_api
Bipolaris_sorokiniana_ND90Pr	Fungi	665912	accession_api
Bipolaris_victoriae_FI3	Fungi	930091	accession_api
Bipolaris_zeicola_26-R-13	Fungi	930089	name_search_full_name
Bipolaris_zeicola_26R13	Fungi	930089	accession_api
Birgus_latro	Metazoa	177283	accession_api
Biscogniauxia_marginata	Fungi	110534	accession_api
Bithynia_siamensis_goniomphalos	Metazoa	479249	metazoa_metadata
Blaberus_atropos	Metazoa	36942	metazoa_metadata
Blakeslea_trispora	Fungi	4850	accession_api
Blastenia_crenularia	Fungi	1301208	accession_api
Blastocladiella_britannica	Fungi	64508	accession_api
Blastocladiella_emersonii_ATCC_22665	Fungi	1313167	accession_api
Blastocystis_hominis	Protists	12968	accession_api
Blastomyces_dermatitidis_ER-3	Fungi	559297	name_search_full_name
Blastomyces_dermatitidis_ER3	Fungi	559297	accession_api
Blastomyces_gilchristii_SLH14081	Fungi	559298	accession_api
Blastomyces_parvus	Fungi	2060905	accession_api
Blastomyces_silverae	Fungi	2060906	accession_api
Blastosporella_zonata	Fungi	530045	accession_api
Blattella_germanica	Metazoa	6973	accession_api
Blepharisma_stoltei	Protists	1481888	accession_api
Blomia_tropicalis	Metazoa	40697	accession_api
Blumeria_graminis_f._sp._triticale	Fungi	1689686	accession_api
Blyttiomyces_helicus	Fungi	388810	accession_api
Boccardia_wellingtonensis	Metazoa	2584083	metazoa_metadata
Bochica_withi	Metazoa	2590525	metazoa_metadata
Boeremia_exigua	Fungi	749465	accession_api
Bogoriella_megaspora	Fungi	2939406	accession_api
Boleophthalmus_pectinirostris	Metazoa	150288	accession_api
Boletus_coccyginus	Fungi	1758874	accession_api
Boletus_reticuloceps	Fungi	495285	accession_api
Bombardia_bombarda	Fungi	252184	accession_api
Bombina_bombina	Metazoa	8345	accession_api
Bombyx_mori	Metazoa	7091	accession_api
Bonamia_ostreae	Protists	126728	accession_api
Bondarzewia_mesenterica	Fungi	1095465	accession_api
Bonia_amplexicaulis	angiosperms	338503	accession_api
Boothiomyces_macroporosus	Fungi	261099	accession_api
Borealophlyctis_nickersoniae	Fungi	2735257	accession_api
Boreus_hyemalis	Metazoa	185833	metazoa_metadata
Bostrychus_sinensis	Metazoa	86224	accession_api
Bothrioneurum_vejdovskyanum	Metazoa	188204	metazoa_metadata
Bothrioplana_semperi	Metazoa	79787	metazoa_metadata
Botryobasidium_botryosum_FD-172_SS1	Fungi	930990	name_search_full_name
Botryobasidium_botryosum_FD172_SS1	Fungi	930990	accession_api
Botryosphaeria_dothidea	Fungi	55169	accession_api
Botryotinia_calthae	Fungi	38488	accession_api
Botryotinia_convoluta	Fungi	54673	accession_api
Botryotinia_globosa	Fungi	278942	accession_api
Botryotinia_narcissicola	Fungi	278944	accession_api
Botrytis_aclada	Fungi	139639	accession_api
Botrytis_byssoidea	Fungi	139641	accession_api
Botrytis_cinerea_B05.10	Fungi	332648	accession_api
Botrytis_deweyae	Fungi	2478750	accession_api
Botrytis_fragariae	Fungi	1964551	accession_api
Botrytis_galanthina	Fungi	278940	accession_api
Botrytis_hyacinthi	Fungi	278943	accession_api
Botrytis_paeoniae	Fungi	278948	accession_api
Botrytis_porri	Fungi	87229	accession_api
Botrytis_sinoallii	Fungi	1463999	accession_api
Botrytis_tulipae	Fungi	87230	accession_api
Brachionus_plicatilis	Metazoa	10195	accession_api
Brachycephalus_rotenbergae	Metazoa	2731235	metazoa_metadata
Brachycybe_lecontii	Metazoa	1176341	metazoa_metadata
Brachypodium_distachyon	angiosperms	15368	accession_api
Bradybaena_similaris	Metazoa	145626	accession_api
Bradysia_coprophila	Metazoa	38358	accession_api
Branchinecta_lindahli	Metazoa	91573	accession_api
Branchiostoma_belcheri	Metazoa	7741	accession_api
Branchiostoma_floridae	Metazoa	7739	accession_api
Branchiostoma_lanceolatum	Metazoa	7740	accession_api
Brassica_carinata	angiosperms	52824	accession_api
Brassica_cretica	angiosperms	69181	accession_api
Brassica_napus	angiosperms	3708	name_search_full_name
Brassica_oleracea	angiosperms	109376	accession_api
Brassica_rapa	angiosperms	3711	accession_api
Bremia_lactucae	Protists	4779	accession_api
Brettanomyces_bruxellensis	Fungi	5007	accession_api
Brettanomyces_nanus	Fungi	13502	accession_api
Brigantiaea_leucoxantha	Fungi	1145299	accession_api
Brotheas_granulatus	Metazoa	311986	metazoa_metadata
Buddleja_alternifolia	angiosperms	168488	accession_api
Bufo_gargarizans	Metazoa	30331	accession_api
Bugula_neritina	Metazoa	10212	accession_api
Bursaphelenchus_okinawaensis	Metazoa	465554	accession_api
Butyriboletus_roseoflavus	Fungi	1325616	accession_api
Byssothecium_circinans	Fungi	147558	accession_api
Cacodemonius_sp._MCZ_144363	Metazoa	2590505	metazoa_metadata
Cadophora_gregata	Fungi	51156	accession_api
Cadophora_malorum	Fungi	108018	accession_api
Caenoplana_variegata	Metazoa	1520502	metazoa_metadata
Caenorhabditis_elegans	Metazoa	6239	accession_api
Caeruleum_heppii	Fungi	2939410	accession_api
Cafeteria_roenbergensis	Protists	33653	accession_api
Cajanus_cajan	angiosperms	3821	name_search_full_name
Calanus_finmarchicus	Metazoa	6837	accession_api
Calcarisporiella_thermophila	Fungi	911321	accession_api
Caliphylla_sp.4	Metazoa	749954	metazoa_metadata
Calliarthron_tuberculosum	Rhodophyta	48942	name_search_full_name
Callorhinchus_milii	Metazoa	7868	accession_api
Calocera_cornea_HHB12733	Fungi	1353952	accession_api
Calocera_viscosa_TUFC12733	Fungi	1330018	accession_api
Caloplaca_aegaea	Fungi	520571	accession_api
Caloplaca_aetnensis	Fungi	520572	accession_api
Caloplaca_ligustica	Fungi	2905937	accession_api
Calycina_marina	Fungi	1763456	accession_api
Calypogeia_fissa	bryophytes	362796	accession_api
Camelina_sativa	angiosperms	90675	accession_api
Camellia_fascicularis	angiosperms	147913	accession_api
Camellia_lanceoleosa	angiosperms	1840588	accession_api
Camellia_sinensis	angiosperms	542762	accession_api
Camellia_sinensis_var._sinensis	angiosperms	542762	accession_api
Camillea_tinctor	Fungi	110548	accession_api
Campyloderes_vanhoeffeni	Metazoa	1564068	metazoa_metadata
Canariomyces_notabilis	Fungi	2074819	accession_api
Canavalia_gladiata	angiosperms	3824	accession_api
Candelaria_pacifica	Fungi	460848	accession_api
Candelina_mexicana	Fungi	460853	accession_api
Candelina_submexicana	Fungi	460854	accession_api
Candida_africana	Fungi	241526	accession_api
Candida_albicans_SC5314	Fungi	237561	accession_api
Candida_dubliniensis_CD36	Fungi	573826	accession_api
Candida_jiufengensis	Fungi	497108	accession_api
Candida_maltosa_Xu316	Fungi	1245528	accession_api
Candida_margitis	Fungi	1775924	accession_api
Candida_metapsilosis	Fungi	273372	accession_api
Candida_orthopsilosis_Co_90-125	Fungi		unresolved
Candida_orthopsilosis_Co_90125	Fungi	1136231	accession_api
Candida_oxycetoniae	Fungi	497107	accession_api
Candida_parapsilosis	Fungi	5480	accession_api
Candida_pseudojiufengensis	Fungi	497109	accession_api
Candida_theae	Fungi	1198502	accession_api
Candida_tropicalis_MYA-3404	Fungi	294747	name_search_full_name
Candida_tropicalis_MYA3404	Fungi	294747	accession_api
Candida_verbasci	Fungi	1227364	accession_api
Candidozyma_auris	Fungi	498019	accession_api
Candidozyma_duobushaemuli	Fungi	1231522	accession_api
Candidozyma_haemuli	Fungi	45357	accession_api
Candidozyma_pseudohaemuli	Fungi	418784	accession_api
Candidula_unifasciata	Metazoa	100452	accession_api
Candolleomyces_aberdarensis	Fungi	2316362	accession_api
Candolleomyces_candolleanus	Fungi	71730	accession_api
Candolleomyces_efflorescens	Fungi	2917767	accession_api
Candolleomyces_eurysporus	Fungi	2828524	accession_api
Canna_indica	angiosperms	4628	accession_api
Cannabis_sativa	angiosperms	3483	accession_api
Cantharellus_anzutake	Fungi	1750568	accession_api
Capitella_teleta	Metazoa	283909	accession_api
Capronia_coronata_CBS_617.96	Fungi	1182541	accession_api
Capronia_epimyces_CBS_606.96	Fungi	1182542	accession_api
Capsaspora_owczarzaki	Protists	595528	accession_api
Capsella_rubella	angiosperms	81985	accession_api
