Species	Group	TaxID	TaxName	superkingdom	kingdom	phylum	class	order	family	genus
Sanguina_aurantia	chlorophyta	2578422	Sanguina aurantia	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Sanguina
Saponaria_officinalis	angiosperms	3572	Saponaria officinalis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria
Saprolegnia_diclina_VS20	Protists	1156394	Saprolegnia diclina VS20	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia
Saprolegnia_parasitica_CBS_223.65	Protists	695850	Saprolegnia parasitica CBS 223.65	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia
Saramacia_lucasae	Metazoa	1955541	Saramacia lucasae	Eukaryota	Metazoa	Arthropoda	Arachnida	Opiliones	Manaosbiidae	Saramacia
Sarcoptes_scabiei	Metazoa	52283	Sarcoptes scabiei	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Sarcoptidae	Sarcoptes
Sarcosagium_campestre	Fungi	286406	Sarcosagium campestre	Eukaryota	Fungi	Ascomycota				Sarcosagium
Sarea_resinae	Fungi	273283	Sarea resinae	Eukaryota	Fungi	Ascomycota	Sareomycetes	Sareales	Zythiaceae	Sarea
Sarocladium_implicatum	Fungi	1610689	Sarocladium implicatum	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium
Sarocladium_strictum	Fungi	5046	Sarocladium strictum	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium
Sarracenia_purpurea	angiosperms	336876	Sarracenia purpurea var. burkii	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sarraceniaceae	Sarracenia
Savillea_parva	Protists	1909275	Savillea parva	Eukaryota			Choanoflagellata	Acanthoecida	Acanthoecidae	Savillea
Savitreella_phatthalungensis	Fungi	3025216	Savitreella phatthalungensis	Eukaryota	Fungi	Ascomycota	Taphrinomycetes	Taphrinales		Savitreella
Saxophila_tyrrhenica	Fungi	1690608	Saxophila tyrrhenica	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Saxophila
Scalibregma_inflatum	Metazoa	195275	Scalibregma inflatum	Eukaryota	Metazoa	Annelida	Polychaeta		Scalibregmatidae	Scalibregma
Scapharca_(Anadara)_broughtonii	Metazoa	148819	Anadara broughtonii	Eukaryota	Metazoa	Mollusca	Bivalvia	Arcoida	Arcidae	Anadara
Scapholeberis_cf._mucronata	Metazoa	202097	Scapholeberis mucronata	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Scapholeberis
Scatella_stagnalis	Metazoa	1690357	Scatella stagnalis	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Ephydridae	Scatella
Scedosporium_apiospermum	Fungi	563466	Scedosporium apiospermum	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium
Scedosporium_boydii	Fungi	5597	Scedosporium boydii	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium
Scheffersomyces_amazonensis	Fungi	1078765	Scheffersomyces amazonensis	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Scheffersomyces
Scheffersomyces_coipomensis	Fungi	1788519	Scheffersomyces coipomensis	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Scheffersomyces
Scheffersomyces_spartinae	Fungi	45513	Lizanozyma spartinae	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Lizanozyma
Scheffersomyces_stipitis_CBS_6054	Fungi	322104	Scheffersomyces stipitis CBS 6054	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Scheffersomyces
Scheffersomyces_xylosifermentans	Fungi	1304137	Scheffersomyces xylosifermentans	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Scheffersomyces
Schendyla_carniolensis	Metazoa	1820143	Schendyla carniolensis	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Schendylidae	Schendyla
Schisandra_chinensis	angiosperms	50507	Schisandra chinensis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Austrobaileyales	Schisandraceae	Schisandra
Schizocosa_rovneri	Metazoa	128042	Schizocosa rovneri	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Lycosidae	Schizocosa
Schizophyllum_amplum	Fungi	97359	Schizophyllum amplum	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum
Schizophyllum_commune_H4-8	Fungi	578458	Schizophyllum commune H4-8	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum
Schizophyllum_commune_H48	Fungi	578458	Schizophyllum commune H4-8	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum
Schizophyllum_fasciatum	Fungi	160053	Schizophyllum fasciatum	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum
Schizopora_paradoxa	Fungi	27342	Schizopora paradoxa	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Schizopora
Schizosaccharomyces_cryophilus_OY26	Fungi	653667	Schizosaccharomyces cryophilus OY26	Eukaryota	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
Schizosaccharomyces_japonicus_yFS275	Fungi	402676	Schizosaccharomyces japonicus yFS275	Eukaryota	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
Schizosaccharomyces_octosporus_yFS286	Fungi	483514	Schizosaccharomyces octosporus yFS286	Eukaryota	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
Schizosaccharomyces_osmophilus	Fungi	2545709	Schizosaccharomyces osmophilus	Eukaryota	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
Schizosaccharomyces_pombe	Fungi	4896	Schizosaccharomyces pombe	Eukaryota	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
Schizothecium_vesticola	Fungi	314040	Schizothecium vesticola	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Schizotheciaceae	Schizothecium
Schmidtea_mediterranea	Metazoa	79327	Schmidtea mediterranea	Eukaryota	Metazoa	Platyhelminthes		Tricladida	Dugesiidae	Schmidtea
Schmidtea_polychroa	Metazoa	50054	Schmidtea polychroa	Eukaryota	Metazoa	Platyhelminthes		Tricladida	Dugesiidae	Schmidtea
Scleroderma_yunnanense	Fungi	1163567	Scleroderma yunnanense	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma
Scleropages_formosus	Metazoa	113540	Scleropages formosus	Eukaryota	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Scleropages
Sclerophora_amabilis	Fungi	2939403	Sclerophora amabilis	Eukaryota	Fungi	Ascomycota	Coniocybomycetes	Coniocybales	Coniocybaceae	Sclerophora
Sclerotinia_borealis_F-4128	Fungi	1432307	Sclerotinia borealis F-4128	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia
Sclerotinia_borealis_F4128	Fungi	1432307	Sclerotinia borealis F-4128	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia
Sclerotinia_nivalis	Fungi	352851	Sclerotinia nivalis	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia
Sclerotinia_sclerotiorum_1980_UF-70	Fungi	665079	Sclerotinia sclerotiorum 1980 UF-70	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia
Sclerotinia_sclerotiorum_1980_UF70	Fungi	665079	Sclerotinia sclerotiorum 1980 UF-70	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia
Sclerotinia_trifoliorum	Fungi	28548	Sclerotinia trifoliorum	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia
Scolopendra_cingulata	Metazoa	41365	Scolopendra cingulata	Eukaryota	Metazoa	Arthropoda	Chilopoda	Scolopendromorpha	Scolopendridae	Scolopendra
Scolopendropsis_bahiensis	Metazoa	1816098	Scolopendropsis bahiensis	Eukaryota	Metazoa	Arthropoda	Chilopoda	Scolopendromorpha	Scolopendridae	Scolopendropsis
Scolopocryptops_rubiginosus	Metazoa	987050	Scolopocryptops rubiginosus	Eukaryota	Metazoa	Arthropoda	Chilopoda	Scolopendromorpha	Cryptopidae	Scolopocryptops
Scolopocryptops_sexspinosus	Metazoa	118499	Scolopocryptops sexspinosus	Eukaryota	Metazoa	Arthropoda	Chilopoda	Scolopendromorpha	Cryptopidae	Scolopocryptops
Scophthalmus_maximus	Metazoa	52904	Scophthalmus maximus	Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus
Scorpiops_sp._PPS-2014	Metazoa	1588039	Scorpiops sp. PPS-2014	Eukaryota	Metazoa	Arthropoda	Arachnida	Scorpiones	Euscorpiidae	Scorpiops
Scutellospora_calospora	Fungi	85575	Scutellospora calospora	Eukaryota	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Scutellospora
Scutigera_coleoptrata	Metazoa	29022	Scutigera coleoptrata	Eukaryota	Metazoa	Arthropoda	Chilopoda	Scutigeromorpha	Scutigeridae	Scutigera
Scutigerina_weberi	Metazoa	241666	Scutigerina weberi	Eukaryota	Metazoa	Arthropoda	Chilopoda	Scutigeromorpha	Scutigerinidae	Scutigerina
Scutopus_ventrolineatus	Metazoa	52922	Scutopus ventrolineatus	Eukaryota	Metazoa	Mollusca	Caudofoveata	Limifossorida	Scutopodidae	Scutopus
Scytalidium_lignicola	Fungi	5539	Scytalidium lignicola	Eukaryota	Fungi	Ascomycota	Leotiomycetes			Scytalidium
Scytosiphon_promiscuus	Protists	1403536	Scytosiphon promiscuus	Eukaryota			Phaeophyceae	Ectocarpales	Scytosiphonaceae	Scytosiphon
Sebastes_umbrosus	Metazoa	72105	Sebastes umbrosus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes
Segestria_sp._NG-2016	Metazoa	1794826	Segestria sp. NG-2016	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Segestriidae	Segestria
Seiridium_cardinale	Fungi	138064	Seiridium cardinale	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Seiridium
Seiridium_cupressi	Fungi	138065	Seiridium cupressi	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Seiridium
Seiridium_unicorne	Fungi	138068	Seiridium unicorne	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Seiridium
Seirophora_lacunosa	Fungi	1145348	Seirophora lacunosa	Eukaryota	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Seirophora
Seirophora_scorigena	Fungi	520600	Seirophora scorigena	Eukaryota	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Seirophora
Seirophora_villosa	Fungi	671929	Seirophora villosa	Eukaryota	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Seirophora
Selaginella_kraussiana	lycophytes	81964	Selaginella kraussiana	Eukaryota	Viridiplantae	Streptophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella
Selaginella_moellendorffii	lycophytes	88036	Selaginella moellendorffii	Eukaryota	Viridiplantae	Streptophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella
Seminavis_robusta	Protists	568900	Seminavis robusta	Eukaryota		Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Seminavis
Semisulcospira_coreana	Metazoa	364284	Semisulcospira coreana	Eukaryota	Metazoa	Mollusca	Gastropoda		Semisulcospiridae	Semisulcospira
Semnoderes_armiger	Metazoa	1415233	Semnoderes armiger	Eukaryota	Metazoa	Kinorhyncha	Cyclorhagida	Kentrorhagata	Semnoderidae	Semnoderes
Senna_tora	angiosperms	362788	Senna tora	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Senna
Septoria_linicola	Fungi	215465	Septoria linicola	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Septoria
Sequoia_sempervirens	gymnosperms	28980	Sequoia sempervirens	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Sequoia
Serendipita_indica_DSM_11827	Fungi	1109443	Serendipita indica DSM 11827	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita
Serendipita_vermifera_MAFF_305830	Fungi	933852	Serendipita vermifera MAFF 305830	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita
Sergiolus_capulatus	Metazoa	1506255	Sergiolus capulatus	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Gnaphosidae	Sergiolus
Serpula_lacrymans_var._lacrymans_S7.9	Fungi	578457	Serpula lacrymans var. lacrymans S7.9	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula
Serratosagitta_serratodentata	Metazoa	1562712	Serratosagitta serratodentata	Eukaryota	Metazoa	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	Serratosagitta
Sesamum_alatum	angiosperms	300844	Sesamum alatum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum
Sesamum_angolense	angiosperms	2727404	Sesamum angolense	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum
Sesamum_angustifolium	angiosperms	2727405	Sesamum angustifolium	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum
Sesamum_calycinum	angiosperms	2727403	Sesamum calycinum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum
Sesamum_indicum	angiosperms	4182	Sesamum indicum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum
Sesamum_latifolium	angiosperms	2727402	Sesamum latifolium	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum
Sesamum_radiatum	angiosperms	300843	Sesamum radiatum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum
Sesbania_bispinosa	angiosperms	485725	Sesbania bispinosa	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Sesbania
Setaria_italica	angiosperms	4555	Setaria italica	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria
Setaria_viridis	angiosperms	4556	Setaria viridis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria
Setomelanomma_holmii	Fungi	210430	Setomelanomma holmii	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setomelanomma
Shorea_laevis	angiosperms	152420	Shorea laevis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Dipterocarpaceae	Shorea
Sida_crystallina	Metazoa	77656	Sida crystallina	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Sididae	Sida
Silene_latifolia	angiosperms	37657	Silene latifolia	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene
Simocephalus_vetulus	Metazoa	77651	Simocephalus vetulus	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Simocephalus
Simrothiella_margaritacea	Metazoa	669227	Simrothiella margaritacea	Eukaryota	Metazoa	Mollusca	Solenogastres	Cavibelonia	Simrothiellidae	Simrothiella
Sinapis_alba	angiosperms	3728	Sinapis alba	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Sinapis
Sinonovacula_constricta	Metazoa	98310	Sinonovacula constricta	Eukaryota	Metazoa	Mollusca	Bivalvia	Cardiida	Solecurtidae	Sinonovacula
Siphonaria_normalis	Metazoa	981058	Siphonaria normalis	Eukaryota	Metazoa	Mollusca	Gastropoda	Siphonariida	Siphonariidae	Siphonaria
Siphonaria_pectinata	Metazoa	57642	Siphonaria pectinata	Eukaryota	Metazoa	Mollusca	Gastropoda	Siphonariida	Siphonariidae	Siphonaria
Siphonaria_sp.2	Metazoa	2916551	Siphonaria sp. 2 KMK-2022	Eukaryota	Metazoa	Mollusca	Gastropoda	Siphonariida	Siphonariidae	Siphonaria
Sipunculus_nudus	Metazoa	6446	Sipunculus nudus	Eukaryota	Metazoa	Annelida	Sipuncula	Golfingiida	Sipunculidae	Sipunculus
Siro_boyerae	Metazoa	385973	Siro boyerae	Eukaryota	Metazoa	Arthropoda	Arachnida	Opiliones	Sironidae	Siro
Sistotremastrum_niveocremeum_HHB9708	Fungi	1314777	Sistotremastrum niveocremeum HHB9708	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Sistotremastrales	Sistotremastraceae	Sertulicium
Sistotremastrum_suecicum_HHB10207_ss-3	Fungi	1314776	Sistotremastrum suecicum HHB10207 ss-3	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Sistotremastrales	Sistotremastraceae	Sistotremastrum
Sistotremastrum_suecicum_HHB10207_ss3	Fungi	1314776	Sistotremastrum suecicum HHB10207 ss-3	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Sistotremastrales	Sistotremastraceae	Sistotremastrum
Sitalcina_lobata	Metazoa	1454760	Sitalcina lobata	Eukaryota	Metazoa	Arthropoda	Arachnida	Opiliones	Phalangodidae	Sitalcina
Skeletonema_menzelii	Protists	216823	Skeletonema menzelii	Eukaryota		Bacillariophyta	Thalassiosirophyceae	Thalassiosirales	Thalassiosiraceae	Skeletonema
Skeletonema_potamos	Protists	1429247	Skeletonema potamos	Eukaryota		Bacillariophyta	Thalassiosirophyceae	Thalassiosirales	Thalassiosiraceae	Skeletonema
Smallanthus_sonchifolius	angiosperms	185202	Smallanthus sonchifolius	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Smallanthus
Smittium_angustum	Fungi	133377	Smittium angustum	Eukaryota	Fungi	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium
Smittium_culicis	Fungi	133412	Smittium culicis	Eukaryota	Fungi	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium
Smittium_megazygosporum	Fungi	133381	Smittium megazygosporum	Eukaryota	Fungi	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium
Smittium_mucronatum	Fungi	133383	Smittium mucronatum	Eukaryota	Fungi	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium
Smittium_simulii	Fungi	133385	Smittium simulii	Eukaryota	Fungi	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium
Sodiomyces_alcalophilus_JCM_7366	Fungi	591952	Sodiomyces alcalophilus JCM 7366	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces
Sodiomyces_alkalinus_F11	Fungi	1314773	Sodiomyces alkalinus F11	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces
Solanum_bulbocastanum	angiosperms	147425	Solanum bulbocastanum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_commersonii	angiosperms	4109	Solanum commersonii	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_demissum	angiosperms	50514	Solanum demissum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_dulcamara	angiosperms	45834	Solanum dulcamara	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_lycopersicum	angiosperms	4081	Solanum lycopersicum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_melongena	angiosperms	4111	Solanum melongena	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_pennellii	angiosperms	28526	Solanum pennellii	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_pinnatisectum	angiosperms	50273	Solanum pinnatisectum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_stenotomum	angiosperms	172797	Solanum stenotomum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_stoloniferum	angiosperms	62892	Solanum stoloniferum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_tuberosum	angiosperms	4113	Solanum tuberosum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum_verrucosum	angiosperms	315347	Solanum verrucosum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solpugema_sp._MCZ_49525	Metazoa	2590529	Solpugema sp. MCZ 49525	Eukaryota	Metazoa	Arthropoda	Arachnida	Solifugae	Solpugidae	Solpugema
Somion_occarium	Fungi	3059160	Somion occarium	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Somion
Sordaria_brevicollis	Fungi	83679	Sordaria brevicollis	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria
Sordaria_macrospora	Fungi	5147	Sordaria macrospora	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria
Sorghum_bicolor	angiosperms	4558	Sorghum bicolor	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Sorghum
Sorochytrium_milnesiophthora	Fungi	3075319	Sorochytrium milnesiophthora	Eukaryota	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Sorochytriaceae	Sorochytrium
Spadella_cephaloptera	Metazoa	52888	Spadella cephaloptera	Eukaryota	Metazoa	Chaetognatha	Sagittoidea	Phragmophora	Spadellidae	Spadella
Sparassis_crispa	Fungi	139825	Sparassis crispa	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis
Spathaspora_passalidarum_NRRL_Y-27907	Fungi	619300	Spathaspora passalidarum NRRL Y-27907	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Spathaspora
Spathaspora_passalidarum_NRRL_Y27907	Fungi	619300	Spathaspora passalidarum NRRL Y-27907	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Spathaspora
Spatholobus_suberectus	angiosperms	455371	Spatholobus suberectus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Spatholobus
Sphacelaria_rigidula	Protists	117516	Sphacelaria rigidula	Eukaryota			Phaeophyceae	Sphacelariales	Sphacelariaceae	Sphacelaria
Sphaceloma_murrayae	Fungi	2082308	Sphaceloma murrayae	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Sphaceloma
Sphaeramia_orbicularis	Metazoa	375764	Sphaeramia orbicularis	Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Sphaeramia
Sphaerobolus_stellatus_SS14	Fungi	990650	Sphaerobolus stellatus SS14	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae	Sphaerobolus
Sphaerodorum_gracilis	Metazoa	2576333	Sphaerodorum gracilis	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Sphaerodoridae	Sphaerodorum
Sphaeroforma_arctica	Protists	72019	Sphaeroforma arctica	Eukaryota			Ichthyosporea	Ichthyophonida		Sphaeroforma
Sphaerolaimus_sp._T62	Metazoa	2881408	Sphaerolaimus sp. T62	Eukaryota	Metazoa	Nematoda	Chromadorea	Monhysterida	Sphaerolaimidae	Sphaerolaimus
Sphaeroma_terebrans	Metazoa	180402	Sphaeroma terebrans	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Sphaeromatidae	Sphaeroma
Sphaerosporella_brunnea	Fungi	1250544	Sphaerosporella brunnea	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sphaerosporella
Sphaerothecum_destruens	Protists	42893	Sphaerothecum destruens	Eukaryota			Ichthyosporea	Dermocystida		Sphaerothecum
Sphaerulina_musiva_SO2202	Fungi	692275	Sphaerulina musiva SO2202	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Sphaerulina
Sphagnum_balticum	bryophytes	128184	Sphagnum balticum	Eukaryota	Viridiplantae	Streptophyta	Sphagnopsida	Sphagnales	Sphagnaceae	Sphagnum
